Site,Good,Bad,Completion,Bad Tags
81 kelpie/wells/well_2;KELPIE_NE_WEL_JF_3H,37,32,Needs work,KELPIE_NE_WEL_JF_3H/MeterGas_1/BTU_FACTOR(0.0:0);KELPIE_NE_WEL_JF_3H/MeterGas_1/SPECIFIC_GRAVITY(0.0:0);KELPIE_NE_WEL_JF_3H/MeterGas_2/AVERAGE_PREVIOUS_DAY_PRESSURE_DP(133.6:1);KELPIE_NE_WEL_JF_3H/MeterGas_2/AVERAGE_PREVIOUS_DAY_PRESSURE_STATIC(133.6:9);KELPIE_NE_WEL_JF_3H/MeterGas_2/AVERAGE_PREVIOUS_DAY_TEMPERATURE(133.6:3);KELPIE_NE_WEL_JF_3H/MeterGas_2/BTU_FACTOR(0.0:0);KELPIE_NE_WEL_JF_3H/MeterGas_2/ENERGY_PREVIOUS_DAY(114.30:7);KELPIE_NE_WEL_JF_3H/MeterGas_2/MASS_PREVIOUS_DAY(114.25:7);KELPIE_NE_WEL_JF_3H/MeterGas_2/PRESSURE_DP_CURRENT(113.26:7);KELPIE_NE_WEL_JF_3H/MeterGas_2/PRESSURE_STATIC_CURRENT(113.28:7);KELPIE_NE_WEL_JF_3H/MeterGas_2/RATE_ENERGY_DAILY(114.1:7);KELPIE_NE_WEL_JF_3H/MeterGas_2/RATE_FLOW_DAILY(114.0:7);KELPIE_NE_WEL_JF_3H/MeterGas_2/RATE_MASS_DAILY(114.34:7);KELPIE_NE_WEL_JF_3H/MeterGas_2/SPECIFIC_GRAVITY(0.0:0);KELPIE_NE_WEL_JF_3H/MeterGas_2/TEMPERATURE_CURRENT(113.30:7);KELPIE_NE_WEL_JF_3H/MeterGas_2/TIME_FLOW_PREVIOUS_DAY(114.25:7);KELPIE_NE_WEL_JF_3H/MeterGas_2/VOLUME_ACCUMULATED(114.23:7);KELPIE_NE_WEL_JF_3H/MeterGas_2/VOLUME_CURRENT_DAY(114.19:7);KELPIE_NE_WEL_JF_3H/MeterGas_2/VOLUME_PREVIOUS_DAY(114.20:7);KELPIE_NE_WEL_JF_3H/MeterWater_1/RATE_FLOW_DAILY(98.1:1);KELPIE_NE_WEL_JF_3H/WellIO_1/PERCENTAGE_CURRENT_B(103.21:75);KELPIE_NE_WEL_JF_3H/WellIO_1/PERCENTAGE_MANUAL_SETPOINT_B(104.12:123);KELPIE_NE_WEL_JF_3H/WellIO_1/PERCENTAGE_OUTPUT(74.21:1);KELPIE_NE_WEL_JF_3H/WellIO_1/SETPOINT_ALLOWED_PRESSURE_DECLINE(74.6:1);KELPIE_NE_WEL_JF_3H/WellIO_1/SETPOINT_FLOWRATE_CASING(74.19:5);KELPIE_NE_WEL_JF_3H/WellIO_1/STATUS_ESD_B(102.24:185);KELPIE_NE_WEL_JF_3H/WellheadChoke/PERCENTAGE_CURRENT_B(103.21:75);KELPIE_NE_WEL_JF_3H/WellheadChoke/PERCENTAGE_MANUAL_SETPOINT_B(104.12:123);KELPIE_NE_WEL_JF_3H/WellheadChoke/PERCENTAGE_OUTPUT(74.21:1);KELPIE_NE_WEL_JF_3H/WellheadChoke_1/PERCENTAGE_CURRENT_B(103.21:75);KELPIE_NE_WEL_JF_3H/WellheadChoke_1/PERCENTAGE_MANUAL_SETPOINT_B(104.12:123);KELPIE_NE_WEL_JF_3H/WellheadChoke_1/PERCENTAGE_OUTPUT(74.21:1)
81 kelpie/wells/well_3;KELPIE_SW_WEL_JF_2H,38,31,Needs work,KELPIE_SW_WEL_JF_2H/MeterGas_1/BTU_FACTOR(0.0:0);KELPIE_SW_WEL_JF_2H/MeterGas_1/SPECIFIC_GRAVITY(0.0:0);KELPIE_SW_WEL_JF_2H/MeterGas_2/AVERAGE_PREVIOUS_DAY_PRESSURE_DP(134.6:1);KELPIE_SW_WEL_JF_2H/MeterGas_2/AVERAGE_PREVIOUS_DAY_PRESSURE_STATIC(134.6:9);KELPIE_SW_WEL_JF_2H/MeterGas_2/AVERAGE_PREVIOUS_DAY_TEMPERATURE(134.6:3);KELPIE_SW_WEL_JF_2H/MeterGas_2/BTU_FACTOR(0.0:0);KELPIE_SW_WEL_JF_2H/MeterGas_2/ENERGY_PREVIOUS_DAY(114.30:8);KELPIE_SW_WEL_JF_2H/MeterGas_2/MASS_PREVIOUS_DAY(114.25:8);KELPIE_SW_WEL_JF_2H/MeterGas_2/PRESSURE_DP_CURRENT(113.26:8);KELPIE_SW_WEL_JF_2H/MeterGas_2/PRESSURE_STATIC_CURRENT(113.28:8);KELPIE_SW_WEL_JF_2H/MeterGas_2/RATE_ENERGY_DAILY(114.1:8);KELPIE_SW_WEL_JF_2H/MeterGas_2/RATE_FLOW_DAILY(114.0:8);KELPIE_SW_WEL_JF_2H/MeterGas_2/RATE_MASS_DAILY(114.34:8);KELPIE_SW_WEL_JF_2H/MeterGas_2/SPECIFIC_GRAVITY(0.0:0);KELPIE_SW_WEL_JF_2H/MeterGas_2/TEMPERATURE_CURRENT(113.30:8);KELPIE_SW_WEL_JF_2H/MeterGas_2/TIME_FLOW_PREVIOUS_DAY(114.25:8);KELPIE_SW_WEL_JF_2H/MeterGas_2/VOLUME_ACCUMULATED(114.23:8);KELPIE_SW_WEL_JF_2H/MeterGas_2/VOLUME_CURRENT_DAY(114.19:8);KELPIE_SW_WEL_JF_2H/MeterGas_2/VOLUME_PREVIOUS_DAY(114.20:8);KELPIE_SW_WEL_JF_2H/WellIO_1/PERCENTAGE_CURRENT_B(103.21:83);KELPIE_SW_WEL_JF_2H/WellIO_1/PERCENTAGE_MANUAL_SETPOINT_B(104.12:129);KELPIE_SW_WEL_JF_2H/WellIO_1/PERCENTAGE_OUTPUT(74.21:2);KELPIE_SW_WEL_JF_2H/WellIO_1/SETPOINT_ALLOWED_PRESSURE_DECLINE(74.6:2);KELPIE_SW_WEL_JF_2H/WellIO_1/SETPOINT_FLOWRATE_CASING(74.19:6);KELPIE_SW_WEL_JF_2H/WellIO_1/STATUS_ESD_B(102.24:193);KELPIE_SW_WEL_JF_2H/WellheadChoke/PERCENTAGE_CURRENT_B(103.21:83);KELPIE_SW_WEL_JF_2H/WellheadChoke/PERCENTAGE_MANUAL_SETPOINT_B(104.12:129);KELPIE_SW_WEL_JF_2H/WellheadChoke/PERCENTAGE_OUTPUT(74.21:2);KELPIE_SW_WEL_JF_2H/WellheadChoke_1/PERCENTAGE_CURRENT_B(103.21:83);KELPIE_SW_WEL_JF_2H/WellheadChoke_1/PERCENTAGE_MANUAL_SETPOINT_B(104.12:129);KELPIE_SW_WEL_JF_2H/WellheadChoke_1/PERCENTAGE_OUTPUT(74.21:2)
81 kelpie/wells/well_4;KELPIE_NW_WEL_JF_1H,38,31,Needs work,KELPIE_NW_WEL_JF_1H/MeterGas_1/BTU_FACTOR(0.0:0);KELPIE_NW_WEL_JF_1H/MeterGas_1/SPECIFIC_GRAVITY(0.0:0);KELPIE_NW_WEL_JF_1H/MeterGas_2/AVERAGE_PREVIOUS_DAY_PRESSURE_DP(135.6:1);KELPIE_NW_WEL_JF_1H/MeterGas_2/AVERAGE_PREVIOUS_DAY_PRESSURE_STATIC(135.6:9);KELPIE_NW_WEL_JF_1H/MeterGas_2/AVERAGE_PREVIOUS_DAY_TEMPERATURE(135.6:3);KELPIE_NW_WEL_JF_1H/MeterGas_2/BTU_FACTOR(0.0:0);KELPIE_NW_WEL_JF_1H/MeterGas_2/ENERGY_PREVIOUS_DAY(114.30:9);KELPIE_NW_WEL_JF_1H/MeterGas_2/MASS_PREVIOUS_DAY(114.25:9);KELPIE_NW_WEL_JF_1H/MeterGas_2/PRESSURE_DP_CURRENT(113.26:9);KELPIE_NW_WEL_JF_1H/MeterGas_2/PRESSURE_STATIC_CURRENT(113.28:9);KELPIE_NW_WEL_JF_1H/MeterGas_2/RATE_ENERGY_DAILY(114.1:9);KELPIE_NW_WEL_JF_1H/MeterGas_2/RATE_FLOW_DAILY(114.0:9);KELPIE_NW_WEL_JF_1H/MeterGas_2/RATE_MASS_DAILY(114.34:9);KELPIE_NW_WEL_JF_1H/MeterGas_2/SPECIFIC_GRAVITY(0.0:0);KELPIE_NW_WEL_JF_1H/MeterGas_2/TEMPERATURE_CURRENT(113.30:9);KELPIE_NW_WEL_JF_1H/MeterGas_2/TIME_FLOW_PREVIOUS_DAY(114.25:9);KELPIE_NW_WEL_JF_1H/MeterGas_2/VOLUME_ACCUMULATED(114.23:9);KELPIE_NW_WEL_JF_1H/MeterGas_2/VOLUME_CURRENT_DAY(114.19:9);KELPIE_NW_WEL_JF_1H/MeterGas_2/VOLUME_PREVIOUS_DAY(114.20:9);KELPIE_NW_WEL_JF_1H/WellIO_1/PERCENTAGE_CURRENT_B(103.21:91);KELPIE_NW_WEL_JF_1H/WellIO_1/PERCENTAGE_MANUAL_SETPOINT_B(104.12:131);KELPIE_NW_WEL_JF_1H/WellIO_1/PERCENTAGE_OUTPUT(74.21:3);KELPIE_NW_WEL_JF_1H/WellIO_1/SETPOINT_ALLOWED_PRESSURE_DECLINE(74.6:3);KELPIE_NW_WEL_JF_1H/WellIO_1/SETPOINT_FLOWRATE_CASING(74.19:7);KELPIE_NW_WEL_JF_1H/WellIO_1/STATUS_ESD_B(102.24:201);KELPIE_NW_WEL_JF_1H/WellheadChoke/PERCENTAGE_CURRENT_B(103.21:91);KELPIE_NW_WEL_JF_1H/WellheadChoke/PERCENTAGE_MANUAL_SETPOINT_B(104.12:131);KELPIE_NW_WEL_JF_1H/WellheadChoke/PERCENTAGE_OUTPUT(74.21:3);KELPIE_NW_WEL_JF_1H/WellheadChoke_1/PERCENTAGE_CURRENT_B(103.21:91);KELPIE_NW_WEL_JF_1H/WellheadChoke_1/PERCENTAGE_MANUAL_SETPOINT_B(104.12:131);KELPIE_NW_WEL_JF_1H/WellheadChoke_1/PERCENTAGE_OUTPUT(74.21:3)
81 kemper/pad;KEMPER,46,6,Needs work,KEMPER_A_UNIT_1H/MeterGas_1/BTU_FACTOR(0.0:0);KEMPER_A_UNIT_1H/MeterGas_1/SPECIFIC_GRAVITY(0.0:0);KEMPER_B_UNIT_8H/MeterGas_1/BTU_FACTOR(0.0:0);KEMPER_B_UNIT_8H/MeterGas_1/SPECIFIC_GRAVITY(0.0:0);KEMPER/Device_1/VOLTAGE_BATTERY(109.12:1);KEMPER_A_UNIT_1H/WellIO_1/STATUS_BURNER(1.2:35)
81 kemper/wells/well_1;KEMPER_B_UNIT_8H,18,2,Close,KEMPER_B_UNIT_8H/MeterGas_1/BTU_FACTOR(0.0:0);KEMPER_B_UNIT_8H/MeterGas_1/SPECIFIC_GRAVITY(0.0:0)
81 kemper/wells/well_2;KEMPER_A_UNIT_1H,14,3,Close,KEMPER_A_UNIT_1H/MeterGas_1/BTU_FACTOR(0.0:0);KEMPER_A_UNIT_1H/MeterGas_1/SPECIFIC_GRAVITY(0.0:0);KEMPER_A_UNIT_1H/WellIO_1/STATUS_BURNER(1.2:35)
81 kirkwood_a/pad;ALBATROSS_KKW_BL,113,8,Needs work,ALBATROSS_KKW_BL_2H/Lineheater_1/TEMPERATURE_BATH(TT_0111A);ALBATROSS_KKW_BL_2H/MeterGas_1/VOLUME_ACCUMULATED(FQT_0111C_GRAND_TOTAL);ALBATROSS_KKW_BL_4H/Lineheater_1/TEMPERATURE_BATH(TT_0112A);ALBATROSS_KKW_BL_4H/MeterGas_1/VOLUME_ACCUMULATED(FQT_0112C_GRAND_TOTAL);ALBATROSS_KKW_BL_6H/Lineheater_1/TEMPERATURE_BATH(TT_0113A);ALBATROSS_KKW_BL_6H/MeterGas_1/VOLUME_ACCUMULATED(FQT_0113C_GRAND_TOTAL);ALBATROSS_KKW_BL_8H/Lineheater_1/TEMPERATURE_BATH(TT_0114A);ALBATROSS_KKW_BL_8H/MeterGas_1/VOLUME_ACCUMULATED(FQT_0114C_GRAND_TOTAL)
81 kirkwood_a/wells/well_1;ALBATROSS_KKW_BL_2H,19,2,Close,ALBATROSS_KKW_BL_2H/Lineheater_1/TEMPERATURE_BATH(TT_0111A);ALBATROSS_KKW_BL_2H/MeterGas_1/VOLUME_ACCUMULATED(FQT_0111C_GRAND_TOTAL)
81 kirkwood_a/wells/well_2;ALBATROSS_KKW_BL_4H,19,2,Close,ALBATROSS_KKW_BL_4H/Lineheater_1/TEMPERATURE_BATH(TT_0112A);ALBATROSS_KKW_BL_4H/MeterGas_1/VOLUME_ACCUMULATED(FQT_0112C_GRAND_TOTAL)
81 kirkwood_a/wells/well_3;ALBATROSS_KKW_BL_6H,19,2,Close,ALBATROSS_KKW_BL_6H/Lineheater_1/TEMPERATURE_BATH(TT_0113A);ALBATROSS_KKW_BL_6H/MeterGas_1/VOLUME_ACCUMULATED(FQT_0113C_GRAND_TOTAL)
81 kirkwood_a/wells/well_4;ALBATROSS_KKW_BL_8H,19,2,Close,ALBATROSS_KKW_BL_8H/Lineheater_1/TEMPERATURE_BATH(TT_0114A);ALBATROSS_KKW_BL_8H/MeterGas_1/VOLUME_ACCUMULATED(FQT_0114C_GRAND_TOTAL)
81 krinke/pad;KRINKE_MTP_JF,191,28,Needs work,KRINKE_MTP_JF/TankWater_1/LEVEL_INTERFACE(196.26:0);KRINKE_MTP_JF/TankWater_1/LEVEL_INTERFACE_INCHES(196.82:0);KRINKE_MTP_JF/TankWater_2/LEVEL_INTERFACE(196.26:1);KRINKE_MTP_JF/TankWater_2/LEVEL_INTERFACE_INCHES(196.82:1);KRINKE_MTP_JF_4H/MeterGas_1/BTU_FACTOR(0.0:0);KRINKE_MTP_JF_4H/MeterGas_1/SPECIFIC_GRAVITY(0.0:0);KRINKE_MTP_JF_6H/MeterGas_1/BTU_FACTOR(0.0:0);KRINKE_MTP_JF_6H/MeterGas_1/SPECIFIC_GRAVITY(0.0:0);KRINKE_MTP_JF_6H/MeterWater_1/RATE_FLOW_DAILY(98.1:2);KRINKE_MTP_JF/MeterGas_3/BTU_FACTOR(0.0:0);KRINKE_MTP_JF/MeterGas_3/SPECIFIC_GRAVITY(0.0:0);KRINKE_MTP_JF_2H/MeterGas_2/BTU_FACTOR(0.0:0);KRINKE_MTP_JF_2H/MeterGas_2/SPECIFIC_GRAVITY(0.0:0);KRINKE_MTP_JF_2H/WellIO_1/PERCENTAGE_CURRENT_B(103.21:187);KRINKE_MTP_JF_2H/WellheadChoke/PERCENTAGE_CURRENT_B(103.21:187);KRINKE_MTP_JF_2H/WellheadChoke_1/PERCENTAGE_CURRENT_B(103.21:187);KRINKE_MTP_JF_4H/MeterGas_2/BTU_FACTOR(0.0:0);KRINKE_MTP_JF_4H/MeterGas_2/SPECIFIC_GRAVITY(0.0:0);KRINKE_MTP_JF_4H/WellIO_1/PERCENTAGE_OUTPUT(74.21:1);KRINKE_MTP_JF_4H/WellIO_1/SETPOINT_ALLOWED_PRESSURE_DECLINE(74.6:1);KRINKE_MTP_JF_4H/WellheadChoke/PERCENTAGE_OUTPUT(74.21:1);KRINKE_MTP_JF_4H/WellheadChoke_1/PERCENTAGE_OUTPUT(74.21:1);KRINKE_MTP_JF_6H/MeterGas_2/BTU_FACTOR(0.0:0);KRINKE_MTP_JF_6H/MeterGas_2/SPECIFIC_GRAVITY(0.0:0);KRINKE_MTP_JF_6H/WellIO_1/PERCENTAGE_CURRENT_B(103.21:123);KRINKE_MTP_JF_6H/WellIO_1/SETPOINT_ALLOWED_PRESSURE_DECLINE(74.6:0);KRINKE_MTP_JF_6H/WellheadChoke/PERCENTAGE_CURRENT_B(103.21:123);KRINKE_MTP_JF_6H/WellheadChoke_1/PERCENTAGE_CURRENT_B(103.21:123)
81 krinke/wells/well_1;KRINKE_MTP_JF_2H,32,5,Needs work,KRINKE_MTP_JF_2H/MeterGas_2/BTU_FACTOR(0.0:0);KRINKE_MTP_JF_2H/MeterGas_2/SPECIFIC_GRAVITY(0.0:0);KRINKE_MTP_JF_2H/WellIO_1/PERCENTAGE_CURRENT_B(103.21:187);KRINKE_MTP_JF_2H/WellheadChoke/PERCENTAGE_CURRENT_B(103.21:187);KRINKE_MTP_JF_2H/WellheadChoke_1/PERCENTAGE_CURRENT_B(103.21:187)
81 krinke/wells/well_2;KRINKE_MTP_JF_4H,56,8,Needs work,KRINKE_MTP_JF_4H/MeterGas_1/BTU_FACTOR(0.0:0);KRINKE_MTP_JF_4H/MeterGas_1/SPECIFIC_GRAVITY(0.0:0);KRINKE_MTP_JF_4H/MeterGas_2/BTU_FACTOR(0.0:0);KRINKE_MTP_JF_4H/MeterGas_2/SPECIFIC_GRAVITY(0.0:0);KRINKE_MTP_JF_4H/WellIO_1/PERCENTAGE_OUTPUT(74.21:1);KRINKE_MTP_JF_4H/WellIO_1/SETPOINT_ALLOWED_PRESSURE_DECLINE(74.6:1);KRINKE_MTP_JF_4H/WellheadChoke/PERCENTAGE_OUTPUT(74.21:1);KRINKE_MTP_JF_4H/WellheadChoke_1/PERCENTAGE_OUTPUT(74.21:1)
81 krinke/wells/well_3;KRINKE_MTP_JF_6H,48,9,Needs work,KRINKE_MTP_JF_6H/MeterGas_1/BTU_FACTOR(0.0:0);KRINKE_MTP_JF_6H/MeterGas_1/SPECIFIC_GRAVITY(0.0:0);KRINKE_MTP_JF_6H/MeterWater_1/RATE_FLOW_DAILY(98.1:2);KRINKE_MTP_JF_6H/MeterGas_2/BTU_FACTOR(0.0:0);KRINKE_MTP_JF_6H/MeterGas_2/SPECIFIC_GRAVITY(0.0:0);KRINKE_MTP_JF_6H/WellIO_1/PERCENTAGE_CURRENT_B(103.21:123);KRINKE_MTP_JF_6H/WellIO_1/SETPOINT_ALLOWED_PRESSURE_DECLINE(74.6:0);KRINKE_MTP_JF_6H/WellheadChoke/PERCENTAGE_CURRENT_B(103.21:123);KRINKE_MTP_JF_6H/WellheadChoke_1/PERCENTAGE_CURRENT_B(103.21:123)
81 krnyaich/pad;KRNYAICH,61,34,Needs work,KRNYAICH_UNIT_A_6H/MeterGas_1/BTU_FACTOR(0.0:0);KRNYAICH_UNIT_A_6H/MeterGas_1/SPECIFIC_GRAVITY(0.0:0);KRNYAICH_UNIT_B_3H/MeterGas_1/BTU_FACTOR(0.0:0);KRNYAICH_UNIT_B_3H/MeterGas_1/SPECIFIC_GRAVITY(0.0:0);KRNYAICH_UNIT_B_5H/MeterGas_1/BTU_FACTOR(0.0:0);KRNYAICH_UNIT_B_5H/MeterGas_1/SPECIFIC_GRAVITY(0.0:0);KRNYAICH_UNIT_C_2H/MeterGas_1/BTU_FACTOR(0.0:0);KRNYAICH_UNIT_C_2H/MeterGas_1/SPECIFIC_GRAVITY(0.0:0);KRNYAICH_UNIT_C_4H/MeterGas_1/BTU_FACTOR(0.0:0);KRNYAICH_UNIT_C_4H/MeterGas_1/SPECIFIC_GRAVITY(0.0:0);KRNYAICH/Device_1/VOLTAGE_BATTERY(109.12:1);KRNYAICH_UNIT_A_6H/TankWater_1/HAULED_CURRENT_DAY(196.44:1);KRNYAICH_UNIT_A_6H/TankWater_1/HAULED_PREVIOUS_DAY(196.46:1);KRNYAICH_UNIT_A_6H/TankWater_1/LEVEL_INTERFACE(196.26:1);KRNYAICH_UNIT_A_6H/TankWater_1/LEVEL_INTERFACE_INCHES(196.82:1);KRNYAICH_UNIT_A_6H/TankWater_1/LEVEL_TOP(196.27:1);KRNYAICH_UNIT_A_6H/TankWater_1/LEVEL_TOP_INCHES(196.83:1);KRNYAICH_UNIT_A_6H/TankWater_1/PRODUCTION_CURRENT_DAY(196.40:1);KRNYAICH_UNIT_A_6H/TankWater_1/PRODUCTION_PREVIOUS_DAY(196.42:1);KRNYAICH_UNIT_A_6H/TankWater_1/VOLUME_OIL(196.30:1);KRNYAICH_UNIT_A_6H/TankWater_1/VOLUME_WATER(196.31:1);KRNYAICH_UNIT_A_6H/WellIO_1/STATUS_AXIOM_ESD(1.2:33);KRNYAICH_UNIT_B_5H/TankWater_1/HAULED_CURRENT_DAY(196.44:2);KRNYAICH_UNIT_B_5H/TankWater_1/HAULED_PREVIOUS_DAY(196.46:2);KRNYAICH_UNIT_B_5H/TankWater_1/LEVEL_INTERFACE(196.26:2);KRNYAICH_UNIT_B_5H/TankWater_1/LEVEL_INTERFACE_INCHES(196.82:2);KRNYAICH_UNIT_B_5H/TankWater_1/LEVEL_TOP(196.27:2);KRNYAICH_UNIT_B_5H/TankWater_1/LEVEL_TOP_INCHES(196.83:2);KRNYAICH_UNIT_B_5H/TankWater_1/PRODUCTION_CURRENT_DAY(196.40:2);KRNYAICH_UNIT_B_5H/TankWater_1/PRODUCTION_PREVIOUS_DAY(196.42:2);KRNYAICH_UNIT_B_5H/TankWater_1/VOLUME_OIL(196.30:2);KRNYAICH_UNIT_B_5H/TankWater_1/VOLUME_WATER(196.31:2);KRNYAICH_UNIT_B_5H/WellIO_1/STATUS_BURNER(1.2:35);KRNYAICH_UNIT_C_4H/WellIO_1/STATUS_BURNER(1.2:33)
81 krnyaich/wells/well_1;KRNYAICH_UNIT_C_4H,19,3,Close,KRNYAICH_UNIT_C_4H/MeterGas_1/BTU_FACTOR(0.0:0);KRNYAICH_UNIT_C_4H/MeterGas_1/SPECIFIC_GRAVITY(0.0:0);KRNYAICH_UNIT_C_4H/WellIO_1/STATUS_BURNER(1.2:33)
81 krnyaich/wells/well_2;KRNYAICH_UNIT_A_6H,19,13,Needs work,KRNYAICH_UNIT_A_6H/MeterGas_1/BTU_FACTOR(0.0:0);KRNYAICH_UNIT_A_6H/MeterGas_1/SPECIFIC_GRAVITY(0.0:0);KRNYAICH_UNIT_A_6H/TankWater_1/HAULED_CURRENT_DAY(196.44:1);KRNYAICH_UNIT_A_6H/TankWater_1/HAULED_PREVIOUS_DAY(196.46:1);KRNYAICH_UNIT_A_6H/TankWater_1/LEVEL_INTERFACE(196.26:1);KRNYAICH_UNIT_A_6H/TankWater_1/LEVEL_INTERFACE_INCHES(196.82:1);KRNYAICH_UNIT_A_6H/TankWater_1/LEVEL_TOP(196.27:1);KRNYAICH_UNIT_A_6H/TankWater_1/LEVEL_TOP_INCHES(196.83:1);KRNYAICH_UNIT_A_6H/TankWater_1/PRODUCTION_CURRENT_DAY(196.40:1);KRNYAICH_UNIT_A_6H/TankWater_1/PRODUCTION_PREVIOUS_DAY(196.42:1);KRNYAICH_UNIT_A_6H/TankWater_1/VOLUME_OIL(196.30:1);KRNYAICH_UNIT_A_6H/TankWater_1/VOLUME_WATER(196.31:1);KRNYAICH_UNIT_A_6H/WellIO_1/STATUS_AXIOM_ESD(1.2:33)
81 krnyaich/wells/well_3;KRNYAICH_UNIT_B_5H,19,13,Needs work,KRNYAICH_UNIT_B_5H/MeterGas_1/BTU_FACTOR(0.0:0);KRNYAICH_UNIT_B_5H/MeterGas_1/SPECIFIC_GRAVITY(0.0:0);KRNYAICH_UNIT_B_5H/TankWater_1/HAULED_CURRENT_DAY(196.44:2);KRNYAICH_UNIT_B_5H/TankWater_1/HAULED_PREVIOUS_DAY(196.46:2);KRNYAICH_UNIT_B_5H/TankWater_1/LEVEL_INTERFACE(196.26:2);KRNYAICH_UNIT_B_5H/TankWater_1/LEVEL_INTERFACE_INCHES(196.82:2);KRNYAICH_UNIT_B_5H/TankWater_1/LEVEL_TOP(196.27:2);KRNYAICH_UNIT_B_5H/TankWater_1/LEVEL_TOP_INCHES(196.83:2);KRNYAICH_UNIT_B_5H/TankWater_1/PRODUCTION_CURRENT_DAY(196.40:2);KRNYAICH_UNIT_B_5H/TankWater_1/PRODUCTION_PREVIOUS_DAY(196.42:2);KRNYAICH_UNIT_B_5H/TankWater_1/VOLUME_OIL(196.30:2);KRNYAICH_UNIT_B_5H/TankWater_1/VOLUME_WATER(196.31:2);KRNYAICH_UNIT_B_5H/WellIO_1/STATUS_BURNER(1.2:35)
81 krnyaich/wells/well_5;KRNYAICH_UNIT_C_2H,0,2,Failed!,KRNYAICH_UNIT_C_2H/MeterGas_1/BTU_FACTOR(0.0:0);KRNYAICH_UNIT_C_2H/MeterGas_1/SPECIFIC_GRAVITY(0.0:0)
81 krnyaich/wells/well_6;KRNYAICH_UNIT_B_3H,0,2,Failed!,KRNYAICH_UNIT_B_3H/MeterGas_1/BTU_FACTOR(0.0:0);KRNYAICH_UNIT_B_3H/MeterGas_1/SPECIFIC_GRAVITY(0.0:0)
81 kroby/pad;KROBY_MDS_GR,92,42,Needs work,KROBY_MDS_GR/AirCompressor_1/SITE_PWR_STATUS(101.3:143);KROBY_MDS_GR/Combustor_1/TEMPERATURE(98.27:104);KROBY_MDS_GR/Combustor_2/TEMPERATURE(98.27:104);KROBY_MDS_GR/Separator_1/PRESSURE(85.32:90);KROBY_MDS_GR/TankOil_1/HAULED_CURRENT_DAY(196.43:0);KROBY_MDS_GR/TankOil_1/HAULED_PREVIOUS_DAY(196.45:0);KROBY_MDS_GR/TankOil_1/PRESSURE(85.126:114);KROBY_MDS_GR/TankOil_1/PRODUCTION_CURRENT_DAY(196.39:0);KROBY_MDS_GR/TankOil_1/PRODUCTION_PREVIOUS_DAY(196.41:0);KROBY_MDS_GR/TankOil_1/TEMPERATURE(98.3:11);KROBY_MDS_GR/TankOil_1/VOLUME_TOTAL(196.32:6);KROBY_MDS_GR/TankOil_1/VOLUME_WATER(196.31:6);KROBY_MDS_GR/TankOil_2/HAULED_CURRENT_DAY(196.43:1);KROBY_MDS_GR/TankOil_2/HAULED_PREVIOUS_DAY(196.45:1);KROBY_MDS_GR/TankOil_2/PRESSURE(85.126:115);KROBY_MDS_GR/TankOil_2/PRODUCTION_CURRENT_DAY(196.39:1);KROBY_MDS_GR/TankOil_2/PRODUCTION_PREVIOUS_DAY(196.41:1);KROBY_MDS_GR/TankOil_2/TEMPERATURE(98.3:12);KROBY_MDS_GR/TankOil_2/VOLUME_TOTAL(196.32:7);KROBY_MDS_GR/TankOil_2/VOLUME_WATER(196.31:7);KROBY_MDS_GR/TankOil_3/HAULED_CURRENT_DAY(196.43:2);KROBY_MDS_GR/TankOil_3/HAULED_PREVIOUS_DAY(196.45:2);KROBY_MDS_GR/TankOil_3/PRESSURE(85.126:116);KROBY_MDS_GR/TankOil_3/PRODUCTION_CURRENT_DAY(196.39:2);KROBY_MDS_GR/TankOil_3/PRODUCTION_PREVIOUS_DAY(196.41:2);KROBY_MDS_GR/TankOil_3/TEMPERATURE(98.3:13);KROBY_MDS_GR/TankOil_3/VOLUME_OIL(196.30:8);KROBY_MDS_GR/TankOil_3/VOLUME_TOTAL(196.32:8);KROBY_MDS_GR/TankOil_3/VOLUME_WATER(196.31:8);KROBY_MDS_GR/TankOil_4/HAULED_CURRENT_DAY(196.43:3);KROBY_MDS_GR/TankOil_4/HAULED_PREVIOUS_DAY(196.45:3);KROBY_MDS_GR/TankOil_4/PRESSURE(85.126:117);KROBY_MDS_GR/TankOil_4/PRODUCTION_CURRENT_DAY(196.39:3);KROBY_MDS_GR/TankOil_4/PRODUCTION_PREVIOUS_DAY(196.41:3);KROBY_MDS_GR/TankOil_4/TEMPERATURE(98.3:14);KROBY_MDS_GR/TankOil_4/VOLUME_OIL(196.30:9);KROBY_MDS_GR/TankOil_4/VOLUME_TOTAL(196.32:9);KROBY_MDS_GR/TankOil_4/VOLUME_WATER(196.31:9);KROBY_MDS_GR/Compressor_6/PRESSURE_INTAKE(85.126:59);KROBY_MDS_GR/Compressor_6/STATUS(101.3:132);KROBY_MDS_GR/Compressor_7/PRESSURE_INTAKE(85.173:59);KROBY_MDS_GR/Compressor_7/STATUS(101.3:134)
